,Unnamed: 0,car:1,motorcycle:2,person:3,car:4,person:5,motorcycle:6,car:7,truck:4,person:4,car:8,car:10,car:13,motorcycle:10,car:15,person:8,truck:13
2,person:5,,874,775,,0,173.0,,,,,,472.0,,1227.0,,
3,motorcycle:6,,803,791,,173,0.0,,,,,,539.0,,1255.0,,
4,car:13,,1334,1241,,472,539.0,,,,,,0.0,,762.0,,
5,car:15,,2056,2001,,1227,1255.0,,,,,,762.0,,0.0,,
0,motorcycle:2,,0,414,,879,810.0,,,,,,1338.0,,2060.0,,
1,person:3,,414,0,,779,794.0,,,,,,1245.0,,2005.0,,
2,person:5,,879,779,,0,169.0,,,,,,472.0,,1227.0,,
3,motorcycle:6,,810,794,,169,0.0,,,,,,535.0,,1253.0,,
4,car:13,,1338,1245,,472,535.0,,,,,,0.0,,762.0,,
5,car:15,,2060,2005,,1227,1253.0,,,,,,762.0,,0.0,,
0,motorcycle:2,,0,423,,886,816.0,,,,,,1344.0,,2067.0,,
1,person:3,,423,0,,783,798.0,,,,,,1247.0,,2009.0,,
2,person:5,,886,783,,0,169.0,,,,,,470.0,,1227.0,,
3,motorcycle:6,,816,798,,169,0.0,,,,,,534.0,,1253.0,,
4,car:13,,1344,1247,,470,534.0,,,,,,0.0,,764.0,,
5,car:15,,2067,2009,,1227,1253.0,,,,,,764.0,,0.0,,
0,motorcycle:2,,0,426,,887,817.0,,,,,,1350.0,,2073.0,,
1,person:3,,426,0,,783,798.0,,,,,,1252.0,,2014.0,,
2,person:5,,887,783,,0,166.0,,,,,,475.0,,1232.0,,
3,motorcycle:6,,817,798,,166,0.0,,,,,,538.0,,1258.0,,
4,car:13,,1350,1252,,475,538.0,,,,,,0.0,,763.0,,
5,car:15,,2073,2014,,1232,1258.0,,,,,,763.0,,0.0,,
0,motorcycle:2,,0,432,,887,817.0,,,,,,1354.0,,2076.0,,
1,person:3,,432,0,,783,800.0,,,,,,1260.0,,2021.0,,
2,person:5,,887,783,,0,167.0,,,,,,482.0,,1238.0,,
3,motorcycle:6,,817,800,,167,0.0,,,,,,542.0,,1262.0,,
4,car:13,,1354,1260,,482,542.0,,,,,,0.0,,763.0,,
5,car:15,,2076,2021,,1238,1262.0,,,,,,763.0,,0.0,,
0,motorcycle:2,,0,417,,878,812.0,,,,,,1355.0,,2081.0,,
1,person:3,,417,0,,781,800.0,,,,,,1264.0,,2027.0,,
2,person:5,,878,781,,0,169.0,,,,,,489.0,,1247.0,,
3,motorcycle:6,,812,800,,169,0.0,,,,,,549.0,,1271.0,,
4,car:13,,1355,1264,,489,549.0,,,,,,0.0,,764.0,,
5,car:15,,2081,2027,,1247,1271.0,,,,,,764.0,,0.0,,
0,motorcycle:2,,0,393,,871,810.0,,,,,,1356.0,,2086.0,,
1,person:3,,393,0,,778,797.0,,,,,,1270.0,,2034.0,,
2,person:5,,871,778,,0,168.0,,,,,,497.0,,1257.0,,
3,motorcycle:6,,810,797,,168,0.0,,,,,,553.0,,1278.0,,
4,car:13,,1356,1270,,497,553.0,,,,,,0.0,,766.0,,
5,car:15,,2086,2034,,1257,1278.0,,,,,,766.0,,0.0,,
0,motorcycle:2,,0,395,,869,808.0,,,,,,1359.0,,2089.0,,
1,person:3,,395,0,,774,790.0,,,,,,1273.0,,2038.0,,
2,person:5,,869,774,,0,160.0,,,,,,503.0,,1264.0,,
3,motorcycle:6,,808,790,,160,0.0,,,,,,556.0,,1284.0,,
4,car:13,,1359,1273,,503,556.0,,,,,,0.0,,766.0,,
5,car:15,,2089,2038,,1264,1284.0,,,,,,766.0,,0.0,,
0,motorcycle:2,,0,409,,864,806.0,,,,,,1361.0,,2092.0,,
1,person:3,,409,0,,770,790.0,,,,,,1276.0,,2042.0,,
2,person:5,,864,770,,0,156.0,,,,,,511.0,,1272.0,,
3,motorcycle:6,,806,790,,156,0.0,,,,,,558.0,,1289.0,,
4,car:13,,1361,1276,,511,558.0,,,,,,0.0,,766.0,,
5,car:15,,2092,2042,,1272,1289.0,,,,,,766.0,,0.0,,
0,motorcycle:2,,0,407,,861,803.0,,,,,,1362.0,,2094.0,,
1,person:3,,407,0,,765,783.0,,,,,,1277.0,,2042.0,,
2,person:5,,861,765,,0,151.0,,,,,,516.0,,1277.0,,
3,motorcycle:6,,803,783,,151,0.0,,,,,,561.0,,1294.0,,
4,car:13,,1362,1277,,516,561.0,,,,,,0.0,,765.0,,
5,car:15,,2094,2042,,1277,1294.0,,,,,,765.0,,0.0,,
0,car:1,0.0,774,762,378.0,319,346.0,,,,,,,,,,
1,motorcycle:2,774.0,0,157,1149.0,470,432.0,,,,,,,,,,
2,person:3,762.0,157,0,1140.0,444,447.0,,,,,,,,,,
3,car:4,378.0,1149,1140,0.0,696,717.0,,,,,,,,,,
4,person:5,319.0,470,444,696.0,0,122.0,,,,,,,,,,
5,motorcycle:6,346.0,432,447,717.0,122,0.0,,,,,,,,,,
0,motorcycle:2,,0,395,,852,797.0,,,,,,1362.0,,2097.0,,
1,person:3,,395,0,,764,782.0,,,,,,1283.0,,2049.0,,
2,person:5,,852,764,,0,152.0,,,,,,524.0,,1286.0,,
3,motorcycle:6,,797,782,,152,0.0,,,,,,568.0,,1303.0,,
4,car:13,,1362,1283,,524,568.0,,,,,,0.0,,766.0,,
5,car:15,,2097,2049,,1286,1303.0,,,,,,766.0,,0.0,,
0,motorcycle:2,,0,400,,851,795.0,,,,,,1366.0,,2098.0,,
1,person:3,,400,0,,759,779.0,,,,,,1286.0,,2050.0,,
2,person:5,,851,759,,0,154.0,,,,,,531.0,,1292.0,,
3,motorcycle:6,,795,779,,154,0.0,,,,,,573.0,,1307.0,,
4,car:13,,1366,1286,,531,573.0,,,,,,0.0,,765.0,,
5,car:15,,2098,2050,,1292,1307.0,,,,,,765.0,,0.0,,
0,motorcycle:2,,0,402,,852,793.0,,,,,,1371.0,,2101.0,,
1,person:3,,402,0,,761,781.0,,,,,,1293.0,,2055.0,,
2,person:5,,852,761,,0,159.0,,,,,,536.0,,1295.0,,
3,motorcycle:6,,793,781,,159,0.0,,,,,,581.0,,1312.0,,
4,car:13,,1371,1293,,536,581.0,,,,,,0.0,,762.0,,
5,car:15,,2101,2055,,1295,1312.0,,,,,,762.0,,0.0,,
0,motorcycle:2,,0,382,,844,789.0,,,,,,1372.0,,2096.0,,
1,person:3,,382,0,,760,781.0,,,,,,1300.0,,2055.0,,
2,person:5,,844,760,,0,159.0,,,,,,543.0,,1295.0,,
3,motorcycle:6,,789,781,,159,0.0,,,,,,586.0,,1310.0,,
4,car:13,,1372,1300,,543,586.0,,,,,,0.0,,756.0,,
5,car:15,,2096,2055,,1295,1310.0,,,,,,756.0,,0.0,,
0,motorcycle:2,,0,359,,853,798.0,,,,,,1389.0,,2108.0,,
1,person:3,,359,0,,763,778.0,,,,,,1314.0,,2063.0,,
2,person:5,,853,763,,0,157.0,,,,,,552.0,,1299.0,,
3,motorcycle:6,,798,778,,157,0.0,,,,,,593.0,,1313.0,,
4,car:13,,1389,1314,,552,593.0,,,,,,0.0,,751.0,,
5,car:15,,2108,2063,,1299,1313.0,,,,,,751.0,,0.0,,
0,motorcycle:2,,0,367,,858,798.0,,,,,,1392.0,,2114.0,,
1,person:3,,367,0,,762,773.0,,,,,,1313.0,,2068.0,,
2,person:5,,858,762,,0,160.0,,,,,,553.0,,1306.0,,
3,motorcycle:6,,798,773,,160,0.0,,,,,,596.0,,1321.0,,
4,car:13,,1392,1313,,553,596.0,,,,,,0.0,,757.0,,
5,car:15,,2114,2068,,1306,1321.0,,,,,,757.0,,0.0,,
0,motorcycle:2,,0,373,,859,801.0,,,,,,1401.0,,2122.0,,
1,person:3,,373,0,,762,775.0,,,,,,1320.0,,2073.0,,
2,person:5,,859,762,,0,156.0,,,,,,560.0,,1310.0,,
3,motorcycle:6,,801,775,,156,0.0,,,,,,603.0,,1326.0,,
4,car:13,,1401,1320,,560,603.0,,,,,,0.0,,756.0,,
5,car:15,,2122,2073,,1310,1326.0,,,,,,756.0,,0.0,,
0,motorcycle:2,,0,382,,857,795.0,,,,,,1403.0,,2125.0,,
1,person:3,,382,0,,759,774.0,,,,,,1320.0,,2077.0,,
2,person:5,,857,759,,0,163.0,,,,,,564.0,,1318.0,,
3,motorcycle:6,,795,774,,163,0.0,,,,,,610.0,,1334.0,,
4,car:13,,1403,1320,,564,610.0,,,,,,0.0,,759.0,,
5,car:15,,2125,2077,,1318,1334.0,,,,,,759.0,,0.0,,
0,motorcycle:2,,0,398,,858,790.0,,,,,,1409.0,,2129.0,,
1,person:3,,398,0,,758,774.0,,,,,,1325.0,,2081.0,,
2,person:5,,858,758,,0,171.0,,,,,,570.0,,1323.0,,
3,motorcycle:6,,790,774,,171,0.0,,,,,,621.0,,1343.0,,
4,car:13,,1409,1325,,570,621.0,,,,,,0.0,,758.0,,
5,car:15,,2129,2081,,1323,1343.0,,,,,,758.0,,0.0,,
0,motorcycle:2,,0,405,,863,796.0,,,,,,1414.0,,2139.0,,
1,person:3,,405,0,,762,781.0,,,,,,1332.0,,2090.0,,
2,person:5,,863,762,,0,172.0,,,,,,573.0,,1329.0,,
3,motorcycle:6,,796,781,,172,0.0,,,,,,620.0,,1347.0,,
4,car:13,,1414,1332,,573,620.0,,,,,,0.0,,759.0,,
5,car:15,,2139,2090,,1329,1347.0,,,,,,759.0,,0.0,,
0,car:1,0.0,782,764,382.0,325,349.0,,,,,,,,,,
1,motorcycle:2,782.0,0,192,1159.0,474,435.0,,,,,,,,,,
2,person:3,764.0,192,0,1146.0,438,448.0,,,,,,,,,,
3,car:4,382.0,1159,1146,0.0,708,724.0,,,,,,,,,,
4,person:5,325.0,474,438,708.0,0,114.0,,,,,,,,,,
5,motorcycle:6,349.0,435,448,724.0,114,0.0,,,,,,,,,,
0,car:1,0.0,695,663,245.0,319,,,,,,,,,,,
1,motorcycle:2,695.0,0,214,936.0,401,,,,,,,,,,,
2,person:3,663.0,214,0,908.0,343,,,,,,,,,,,
3,car:4,245.0,936,908,0.0,565,,,,,,,,,,,
4,person:5,319.0,401,343,565.0,0,,,,,,,,,,,
0,car:1,0.0,788,767,386.0,330,351.0,,,,,,,,,,
1,motorcycle:2,788.0,0,198,1168.0,476,437.0,,,,,,,,,,
2,person:3,767.0,198,0,1153.0,436,447.0,,,,,,,,,,
3,car:4,386.0,1168,1153,0.0,717,730.0,,,,,,,,,,
4,person:5,330.0,476,436,717.0,0,111.0,,,,,,,,,,
5,motorcycle:6,351.0,437,447,730.0,111,0.0,,,,,,,,,,
0,car:1,0.0,786,768,387.0,333,351.0,,,,,,,,,,
1,motorcycle:2,786.0,0,191,1167.0,470,436.0,,,,,,,,,,
2,person:3,768.0,191,0,1156.0,435,447.0,,,,,,,,,,
3,car:4,387.0,1167,1156,0.0,721,731.0,,,,,,,,,,
4,person:5,333.0,470,435,721.0,0,109.0,,,,,,,,,,
5,motorcycle:6,351.0,436,447,731.0,109,0.0,,,,,,,,,,
0,car:1,0.0,791,770,394.0,333,352.0,,,,,,,,,,
1,motorcycle:2,791.0,0,199,1178.0,481,440.0,,,,,,,,,,
2,person:3,770.0,199,0,1164.0,437,446.0,,,,,,,,,,
3,car:4,394.0,1178,1164,0.0,727,738.0,,,,,,,,,,
4,person:5,333.0,481,437,727.0,0,117.0,,,,,,,,,,
5,motorcycle:6,352.0,440,446,738.0,117,0.0,,,,,,,,,,
0,car:1,0.0,795,771,400.0,334,352.0,,,,,,,,,,
1,motorcycle:2,795.0,0,199,1187.0,485,443.0,,,,,,,,,,
2,person:3,771.0,199,0,1171.0,437,447.0,,,,,,,,,,
3,car:4,400.0,1187,1171,0.0,734,745.0,,,,,,,,,,
4,person:5,334.0,485,437,734.0,0,121.0,,,,,,,,,,
5,motorcycle:6,352.0,443,447,745.0,121,0.0,,,,,,,,,,
0,car:1,0.0,796,774,405.0,333,355.0,,,,,,,,,,
1,motorcycle:2,796.0,0,185,1195.0,481,442.0,,,,,,,,,,
2,person:3,774.0,185,0,1180.0,440,448.0,,,,,,,,,,
3,car:4,405.0,1195,1180,0.0,739,752.0,,,,,,,,,,
4,person:5,333.0,481,440,739.0,0,114.0,,,,,,,,,,
5,motorcycle:6,355.0,442,448,752.0,114,0.0,,,,,,,,,,
0,car:1,0.0,799,776,409.0,329,348.0,,,,,,,,,,
1,motorcycle:2,799.0,0,189,1202.0,493,451.0,,,,,,,,,,
2,person:3,776.0,189,0,1185.0,447,452.0,,,,,,,,,,
3,car:4,409.0,1202,1185,0.0,738,751.0,,,,,,,,,,
4,person:5,329.0,493,447,738.0,0,115.0,,,,,,,,,,
5,motorcycle:6,348.0,451,452,751.0,115,0.0,,,,,,,,,,
0,car:1,0.0,802,778,412.0,329,347.0,,,,,,,,,,
1,motorcycle:2,802.0,0,193,1208.0,496,455.0,,,,,,,,,,
2,person:3,778.0,193,0,1190.0,449,456.0,,,,,,,,,,
3,car:4,412.0,1208,1190,0.0,741,752.0,,,,,,,,,,
4,person:5,329.0,496,449,741.0,0,115.0,,,,,,,,,,
5,motorcycle:6,347.0,455,456,752.0,115,0.0,,,,,,,,,,
0,car:1,0.0,805,780,416.0,325,346.0,,,,,,,,,,
1,motorcycle:2,805.0,0,192,1214.0,499,459.0,,,,,,,,,,
2,person:3,780.0,192,0,1197.0,455,459.0,,,,,,,,,,
3,car:4,416.0,1214,1197,0.0,742,755.0,,,,,,,,,,
4,person:5,325.0,499,455,742.0,0,110.0,,,,,,,,,,
5,motorcycle:6,346.0,459,459,755.0,110,0.0,,,,,,,,,,
0,car:1,0.0,808,782,422.0,325,347.0,,,,,,,,,,
1,motorcycle:2,808.0,0,200,1222.0,503,461.0,,,,,,,,,,
2,person:3,782.0,200,0,1205.0,457,461.0,,,,,,,,,,
3,car:4,422.0,1222,1205,0.0,748,762.0,,,,,,,,,,
4,person:5,325.0,503,457,748.0,0,112.0,,,,,,,,,,
5,motorcycle:6,347.0,461,461,762.0,112,0.0,,,,,,,,,,
0,car:1,0.0,813,786,427.0,326,347.0,,,,,,,,,,
1,motorcycle:2,813.0,0,203,1232.0,508,466.0,,,,,,,,,,
2,person:3,786.0,203,0,1214.0,459,464.0,,,,,,,,,,
3,car:4,427.0,1232,1214,0.0,754,767.0,,,,,,,,,,
4,person:5,326.0,508,459,754.0,0,110.0,,,,,,,,,,
5,motorcycle:6,347.0,466,464,767.0,110,0.0,,,,,,,,,,
0,car:1,0.0,694,662,244.0,320,349.0,,,,,,,,,,
1,motorcycle:2,694.0,0,206,933.0,399,345.0,,,,,,,,,,
2,person:3,662.0,206,0,906.0,341,345.0,,,,,,,,,,
3,car:4,244.0,933,906,0.0,564,589.0,,,,,,,,,,
4,person:5,320.0,399,341,564.0,0,104.0,,,,,,,,,,
5,motorcycle:6,349.0,345,345,589.0,104,0.0,,,,,,,,,,
0,car:1,0.0,817,788,433.0,326,347.0,,,,,,,,,,
1,motorcycle:2,817.0,0,211,1242.0,513,470.0,,,,,,,,,,
2,person:3,788.0,211,0,1222.0,462,466.0,,,,,,,,,,
3,car:4,433.0,1242,1222,0.0,759,773.0,,,,,,,,,,
4,person:5,326.0,513,462,759.0,0,111.0,,,,,,,,,,
5,motorcycle:6,347.0,470,466,773.0,111,0.0,,,,,,,,,,
0,car:1,0.0,818,789,439.0,326,348.0,,,,,,,,,,
1,motorcycle:2,818.0,0,209,1248.0,513,470.0,,,,,,,,,,
2,person:3,789.0,209,0,1229.0,463,466.0,,,,,,,,,,
3,car:4,439.0,1248,1229,0.0,765,780.0,,,,,,,,,,
4,person:5,326.0,513,463,765.0,0,110.0,,,,,,,,,,
5,motorcycle:6,348.0,470,466,780.0,110,0.0,,,,,,,,,,
0,car:1,0.0,819,791,443.0,328,351.0,,,,,,,,,,
1,motorcycle:2,819.0,0,206,1254.0,513,468.0,,,,,,,,,,
2,person:3,791.0,206,0,1235.0,463,466.0,,,,,,,,,,
3,car:4,443.0,1254,1235,0.0,771,787.0,,,,,,,,,,
4,person:5,328.0,513,463,771.0,0,112.0,,,,,,,,,,
5,motorcycle:6,351.0,468,466,787.0,112,0.0,,,,,,,,,,
0,car:1,0.0,821,793,446.0,327,350.0,,,,,,,,,,
1,motorcycle:2,821.0,0,204,1260.0,516,471.0,,,,,,,,,,
2,person:3,793.0,204,0,1240.0,466,466.0,,,,,,,,,,
3,car:4,446.0,1260,1240,0.0,774,790.0,,,,,,,,,,
4,person:5,327.0,516,466,774.0,0,109.0,,,,,,,,,,
5,motorcycle:6,350.0,471,466,790.0,109,0.0,,,,,,,,,,
0,car:1,0.0,825,795,457.0,326,350.0,,,,,,,,,,
1,motorcycle:2,825.0,0,207,1273.0,522,474.0,,,,,,,,,,
2,person:3,795.0,207,0,1252.0,469,466.0,,,,,,,,,,
3,car:4,457.0,1273,1252,0.0,783,800.0,,,,,,,,,,
4,person:5,326.0,522,469,783.0,0,108.0,,,,,,,,,,
5,motorcycle:6,350.0,474,466,800.0,108,0.0,,,,,,,,,,
0,car:1,0.0,826,797,463.0,324,346.0,,,,,,,,,,
1,motorcycle:2,826.0,0,205,1281.0,525,480.0,,,,,,,,,,
2,person:3,797.0,205,0,1260.0,473,471.0,,,,,,,,,,
3,car:4,463.0,1281,1260,0.0,787,803.0,,,,,,,,,,
4,person:5,324.0,525,473,787.0,0,105.0,,,,,,,,,,
5,motorcycle:6,346.0,480,471,803.0,105,0.0,,,,,,,,,,
0,car:1,0.0,829,802,467.0,323,344.0,,,,,,,,,,
1,motorcycle:2,829.0,0,204,1287.0,529,484.0,,,,,,,,,,
2,person:3,802.0,204,0,1269.0,479,477.0,,,,,,,,,,
3,car:4,467.0,1287,1269,0.0,789,805.0,,,,,,,,,,
4,person:5,323.0,529,479,789.0,0,106.0,,,,,,,,,,
5,motorcycle:6,344.0,484,477,805.0,106,0.0,,,,,,,,,,
0,car:1,0.0,831,809,472.0,323,345.0,,,,,,,,,,
1,motorcycle:2,831.0,0,193,1295.0,528,485.0,,,,,,,,,,
2,person:3,809.0,193,0,1281.0,485,483.0,,,,,,,,,,
3,car:4,472.0,1295,1281,0.0,795,811.0,,,,,,,,,,
4,person:5,323.0,528,485,795.0,0,106.0,,,,,,,,,,
5,motorcycle:6,345.0,485,483,811.0,106,0.0,,,,,,,,,,
0,car:1,0.0,838,813,478.0,323,346.0,,,,,,,,,,
1,motorcycle:2,838.0,0,204,1308.0,537,492.0,,,,,,,,,,
2,person:3,813.0,204,0,1292.0,491,488.0,,,,,,,,,,
3,car:4,478.0,1308,1292,0.0,801,818.0,,,,,,,,,,
4,person:5,323.0,537,491,801.0,0,108.0,,,,,,,,,,
5,motorcycle:6,346.0,492,488,818.0,108,0.0,,,,,,,,,,
0,car:1,0.0,842,817,482.0,326,350.0,,,,,,,,,,
1,motorcycle:2,842.0,0,208,1317.0,538,492.0,,,,,,,,,,
2,person:3,817.0,208,0,1300.0,491,489.0,,,,,,,,,,
3,car:4,482.0,1317,1300,0.0,808,826.0,,,,,,,,,,
4,person:5,326.0,538,491,808.0,0,108.0,,,,,,,,,,
5,motorcycle:6,350.0,492,489,826.0,108,0.0,,,,,,,,,,
0,car:1,0.0,695,666,243.0,325,342.0,,,,,,,,,,
1,motorcycle:2,695.0,0,206,933.0,396,352.0,,,,,,,,,,
2,person:3,666.0,206,0,909.0,340,354.0,,,,,,,,,,
3,car:4,243.0,933,909,0.0,568,581.0,,,,,,,,,,
4,person:5,325.0,396,340,568.0,0,102.0,,,,,,,,,,
5,motorcycle:6,342.0,352,354,581.0,102,0.0,,,,,,,,,,
0,car:1,0.0,843,818,486.0,329,350.0,,,,,,,,,,
1,motorcycle:2,843.0,0,218,1321.0,536,492.0,,,,,,,,,,
2,person:3,818.0,218,0,1304.0,489,489.0,,,,,,,,,,
3,car:4,486.0,1321,1304,0.0,815,831.0,,,,,,,,,,
4,person:5,329.0,536,489,815.0,0,105.0,,,,,,,,,,
5,motorcycle:6,350.0,492,489,831.0,105,0.0,,,,,,,,,,
0,car:1,0.0,848,824,495.0,331,352.0,,,,,,,,,,
1,motorcycle:2,848.0,0,213,1335.0,539,495.0,,,,,,,,,,
2,person:3,824.0,213,0,1319.0,493,494.0,,,,,,,,,,
3,car:4,495.0,1335,1319,0.0,825,841.0,,,,,,,,,,
4,person:5,331.0,539,493,825.0,0,109.0,,,,,,,,,,
5,motorcycle:6,352.0,495,494,841.0,109,0.0,,,,,,,,,,
0,car:1,0.0,850,827,501.0,331,354.0,,,,,,,,,,
1,motorcycle:2,850.0,0,212,1344.0,540,496.0,,,,,,,,,,
2,person:3,827.0,212,0,1329.0,496,499.0,,,,,,,,,,
3,car:4,501.0,1344,1329,0.0,833,849.0,,,,,,,,,,
4,person:5,331.0,540,496,833.0,0,115.0,,,,,,,,,,
5,motorcycle:6,354.0,496,499,849.0,115,0.0,,,,,,,,,,
0,car:1,0.0,852,830,506.0,335,356.0,,,,,,,,,,
1,motorcycle:2,852.0,0,220,1351.0,539,496.0,,,,,,,,,,
2,person:3,830.0,220,0,1336.0,495,501.0,,,,,,,,,,
3,car:4,506.0,1351,1336,0.0,840,855.0,,,,,,,,,,
4,person:5,335.0,539,495,840.0,0,114.0,,,,,,,,,,
5,motorcycle:6,356.0,496,501,855.0,114,0.0,,,,,,,,,,
0,car:1,0.0,864,834,512.0,340,356.0,,,,,,,,,,
1,motorcycle:2,864.0,0,220,1368.0,545,507.0,,,,,,,,,,
2,person:3,834.0,220,0,1346.0,493,500.0,,,,,,,,,,
3,car:4,512.0,1368,1346,0.0,852,863.0,,,,,,,,,,
4,person:5,340.0,545,493,852.0,0,104.0,,,,,,,,,,
5,motorcycle:6,356.0,507,500,863.0,104,0.0,,,,,,,,,,
0,car:1,0.0,870,840,519.0,343,356.0,,,,,,,,,,
1,motorcycle:2,870.0,0,227,1381.0,549,514.0,,,,,,,,,,
2,person:3,840.0,227,0,1359.0,496,502.0,,,,,,,,,,
3,car:4,519.0,1381,1359,0.0,862,870.0,,,,,,,,,,
4,person:5,343.0,549,496,862.0,0,93.0,,,,,,,,,,
5,motorcycle:6,356.0,514,502,870.0,93,0.0,,,,,,,,,,
0,car:1,0.0,872,843,526.0,334,354.0,,,,,,,,,,
1,motorcycle:2,872.0,0,242,1389.0,560,518.0,,,,,,,,,,
2,person:3,843.0,242,0,1370.0,509,509.0,,,,,,,,,,
3,car:4,526.0,1389,1370,0.0,860,876.0,,,,,,,,,,
4,person:5,334.0,560,509,860.0,0,95.0,,,,,,,,,,
5,motorcycle:6,354.0,518,509,876.0,95,0.0,,,,,,,,,,
0,car:1,0.0,876,844,534.0,332,356.0,,,,,,,,,,
1,motorcycle:2,876.0,0,241,1399.0,567,519.0,,,,,,,,,,
2,person:3,844.0,241,0,1378.0,511,511.0,,,,,,,,,,
3,car:4,534.0,1399,1378,0.0,866,883.0,,,,,,,,,,
4,person:5,332.0,567,511,866.0,0,105.0,,,,,,,,,,
5,motorcycle:6,356.0,519,511,883.0,105,0.0,,,,,,,,,,
0,car:1,0.0,885,844,540.0,337,361.0,,,,,,,,,,
1,motorcycle:2,885.0,0,249,1414.0,572,523.0,,,,,,,,,,
2,person:3,844.0,249,0,1385.0,507,510.0,,,,,,,,,,
3,car:4,540.0,1414,1385,0.0,877,894.0,,,,,,,,,,
4,person:5,337.0,572,507,877.0,0,113.0,,,,,,,,,,
5,motorcycle:6,361.0,523,510,894.0,113,0.0,,,,,,,,,,
0,car:1,0.0,886,848,547.0,334,361.0,,,,,,,,,,
1,motorcycle:2,886.0,0,251,1422.0,575,524.0,,,,,,,,,,
2,person:3,848.0,251,0,1396.0,514,511.0,,,,,,,,,,
3,car:4,547.0,1422,1396,0.0,882,902.0,,,,,,,,,,
4,person:5,334.0,575,514,882.0,0,105.0,,,,,,,,,,
5,motorcycle:6,361.0,524,511,902.0,105,0.0,,,,,,,,,,
0,car:1,0.0,698,668,247.0,325,338.0,,,,,,,,,,
1,motorcycle:2,698.0,0,202,941.0,397,359.0,,,,,,,,,,
2,person:3,668.0,202,0,915.0,342,363.0,,,,,,,,,,
3,car:4,247.0,941,915,0.0,573,581.0,,,,,,,,,,
4,person:5,325.0,397,342,573.0,0,108.0,,,,,,,,,,
5,motorcycle:6,338.0,359,363,581.0,108,0.0,,,,,,,,,,
0,car:1,0.0,885,855,552.0,337,362.0,,,,,,,,,,
1,motorcycle:2,885.0,0,251,1425.0,572,523.0,,,,,,,,,,
2,person:3,855.0,251,0,1408.0,518,513.0,,,,,,,,,,
3,car:4,552.0,1425,1408,0.0,889,908.0,,,,,,,,,,
4,person:5,337.0,572,518,889.0,0,99.0,,,,,,,,,,
5,motorcycle:6,362.0,523,513,908.0,99,0.0,,,,,,,,,,
0,car:1,0.0,885,862,558.0,334,365.0,,,,,,,,,,
1,motorcycle:2,885.0,0,256,1431.0,574,519.0,,,,,,,,,,
2,person:3,862.0,256,0,1421.0,527,518.0,,,,,,,,,,
3,car:4,558.0,1431,1421,0.0,893,918.0,,,,,,,,,,
4,person:5,334.0,574,527,893.0,0,100.0,,,,,,,,,,
5,motorcycle:6,365.0,519,518,918.0,100,0.0,,,,,,,,,,
0,car:1,0.0,884,863,562.0,338,367.0,,,,,,,,,,
1,motorcycle:2,884.0,0,246,1435.0,568,516.0,,,,,,,,,,
2,person:3,863.0,246,0,1426.0,525,515.0,,,,,,,,,,
3,car:4,562.0,1435,1426,0.0,900,924.0,,,,,,,,,,
4,person:5,338.0,568,525,900.0,0,96.0,,,,,,,,,,
5,motorcycle:6,367.0,516,515,924.0,96,0.0,,,,,,,,,,
0,car:1,0.0,892,865,571.0,338,364.0,,,,,,,,,,
1,motorcycle:2,892.0,0,247,1451.0,575,527.0,,,,,,,,,,
2,person:3,865.0,247,0,1436.0,526,520.0,,,,,,,,,,
3,car:4,571.0,1451,1436,0.0,910,929.0,,,,,,,,,,
4,person:5,338.0,575,526,910.0,0,96.0,,,,,,,,,,
5,motorcycle:6,364.0,527,520,929.0,96,0.0,,,,,,,,,,
0,car:1,0.0,900,867,578.0,341,363.0,,,,,,,,,,
1,motorcycle:2,900.0,0,251,1466.0,580,537.0,,,,,,,,,,
2,person:3,867.0,251,0,1445.0,525,524.0,,,,,,,,,,
3,car:4,578.0,1466,1445,0.0,919,935.0,,,,,,,,,,
4,person:5,341.0,580,525,919.0,0,96.0,,,,,,,,,,
5,motorcycle:6,363.0,537,524,935.0,96,0.0,,,,,,,,,,
0,car:1,0.0,904,865,583.0,344,368.0,,,,,,,,,,
1,motorcycle:2,904.0,0,244,1476.0,581,536.0,,,,,,,,,,
2,person:3,865.0,244,0,1448.0,521,518.0,,,,,,,,,,
3,car:4,583.0,1476,1448,0.0,927,945.0,,,,,,,,,,
4,person:5,344.0,581,521,927.0,0,98.0,,,,,,,,,,
5,motorcycle:6,368.0,536,518,945.0,98,0.0,,,,,,,,,,
0,car:1,0.0,906,866,590.0,349,375.0,,,,,,,,,,
1,motorcycle:2,906.0,0,237,1486.0,578,531.0,,,,,,,,,,
2,person:3,866.0,237,0,1457.0,517,515.0,,,,,,,,,,
3,car:4,590.0,1486,1457,0.0,940,958.0,,,,,,,,,,
4,person:5,349.0,578,517,940.0,0,107.0,,,,,,,,,,
5,motorcycle:6,375.0,531,515,958.0,107,0.0,,,,,,,,,,
0,car:1,0.0,909,869,600.0,357,378.0,,,,,,,,,,
1,motorcycle:2,909.0,0,245,1497.0,578,530.0,,,,,,,,,,
2,person:3,869.0,245,0,1469.0,512,517.0,,,,,,,,,,
3,car:4,600.0,1497,1469,0.0,957,970.0,,,,,,,,,,
4,person:5,357.0,578,512,957.0,0,117.0,,,,,,,,,,
5,motorcycle:6,378.0,530,517,970.0,117,0.0,,,,,,,,,,
0,car:1,0.0,906,869,606.0,351,378.0,,,,,,,,,,
1,motorcycle:2,906.0,0,240,1501.0,579,527.0,,,,,,,,,,
