,Unnamed: 0,car:1,motorcycle:2,person:3,car:4,person:5,motorcycle:6,car:7,truck:4,person:4,car:8,car:10,car:13,motorcycle:10,car:15,person:8,truck:13
0,car:1,0.0,2418,2397,,1518,1521.0,,,,785.0,1858.0,1321.0,,1103.0,,
1,motorcycle:2,2418.0,0,373,,950,906.0,,,,1658.0,637.0,1151.0,,1346.0,,
2,person:3,2397.0,373,0,,879,890.0,,,,1614.0,539.0,1078.0,,1295.0,,
3,person:5,1518.0,950,879,,0,136.0,,,,734.0,341.0,203.0,,415.0,,
4,motorcycle:6,1521.0,906,890,,136,0.0,,,,752.0,358.0,267.0,,441.0,,
5,car:8,785.0,1658,1614,,734,752.0,,,,0.0,1076.0,536.0,,319.0,,
6,car:10,1858.0,637,539,,341,358.0,,,,1076.0,0.0,543.0,,756.0,,
7,car:13,1321.0,1151,1078,,203,267.0,,,,536.0,543.0,0.0,,218.0,,
8,car:15,1103.0,1346,1295,,415,441.0,,,,319.0,756.0,218.0,,0.0,,
0,car:1,0.0,2428,2406,,1529,1532.0,,,,786.0,1866.0,1329.0,,1108.0,,
1,motorcycle:2,2428.0,0,349,,947,903.0,,,,1665.0,631.0,1148.0,,1348.0,,
2,person:3,2406.0,349,0,,877,890.0,,,,1622.0,540.0,1080.0,,1298.0,,
3,person:5,1529.0,947,877,,0,148.0,,,,744.0,339.0,204.0,,421.0,,
4,motorcycle:6,1532.0,903,890,,148,0.0,,,,762.0,359.0,272.0,,447.0,,
5,car:8,786.0,1665,1622,,744,762.0,,,,0.0,1083.0,542.0,,323.0,,
6,car:10,1866.0,631,540,,339,359.0,,,,1083.0,0.0,543.0,,759.0,,
7,car:13,1329.0,1148,1080,,204,272.0,,,,542.0,543.0,0.0,,221.0,,
8,car:15,1108.0,1348,1298,,421,447.0,,,,323.0,759.0,221.0,,0.0,,
0,car:1,0.0,2439,2423,,1548,1550.0,,,,791.0,1877.0,1340.0,,1117.0,,
1,motorcycle:2,2439.0,0,363,,945,898.0,,,,1675.0,640.0,1153.0,,1355.0,,
2,person:3,2423.0,363,0,,874,888.0,,,,1634.0,546.0,1085.0,,1307.0,,
3,person:5,1548.0,945,874,,0,153.0,,,,759.0,329.0,212.0,,432.0,,
4,motorcycle:6,1550.0,898,888,,153,0.0,,,,777.0,353.0,280.0,,459.0,,
5,car:8,791.0,1675,1634,,759,777.0,,,,0.0,1089.0,549.0,,327.0,,
6,car:10,1877.0,640,546,,329,353.0,,,,1089.0,0.0,542.0,,761.0,,
7,car:13,1340.0,1153,1085,,212,280.0,,,,549.0,542.0,0.0,,223.0,,
8,car:15,1117.0,1355,1307,,432,459.0,,,,327.0,761.0,223.0,,0.0,,
0,car:1,0.0,2454,2436,,1560,1564.0,,,,794.0,1887.0,1351.0,,1125.0,,
1,motorcycle:2,2454.0,0,372,,950,899.0,,,,1687.0,642.0,1158.0,,1363.0,,
2,person:3,2436.0,372,0,,876,888.0,,,,1644.0,549.0,1087.0,,1312.0,,
3,person:5,1560.0,950,876,,0,153.0,,,,767.0,330.0,212.0,,435.0,,
4,motorcycle:6,1564.0,899,888,,153,0.0,,,,788.0,348.0,282.0,,466.0,,
5,car:8,794.0,1687,1644,,767,788.0,,,,0.0,1097.0,557.0,,332.0,,
6,car:10,1887.0,642,549,,330,348.0,,,,1097.0,0.0,542.0,,764.0,,
7,car:13,1351.0,1158,1087,,212,282.0,,,,557.0,542.0,0.0,,226.0,,
8,car:15,1125.0,1363,1312,,435,466.0,,,,332.0,764.0,226.0,,0.0,,
0,car:1,0.0,2462,2448,,1572,1575.0,,,,796.0,1897.0,1361.0,,1135.0,,
1,motorcycle:2,2462.0,0,375,,949,897.0,,,,1695.0,646.0,1157.0,,1362.0,,
2,person:3,2448.0,375,0,,876,888.0,,,,1655.0,551.0,1090.0,,1314.0,,
3,person:5,1572.0,949,876,,0,155.0,,,,778.0,327.0,214.0,,437.0,,
4,motorcycle:6,1575.0,897,888,,155,0.0,,,,797.0,347.0,282.0,,466.0,,
5,car:8,796.0,1695,1655,,778,797.0,,,,0.0,1104.0,565.0,,340.0,,
6,car:10,1897.0,646,551,,327,347.0,,,,1104.0,0.0,542.0,,764.0,,
7,car:13,1361.0,1157,1090,,214,282.0,,,,565.0,542.0,0.0,,226.0,,
8,car:15,1135.0,1362,1314,,437,466.0,,,,340.0,764.0,226.0,,0.0,,
0,car:1,0.0,2474,2460,,1589,1593.0,,,,802.0,1909.0,1377.0,,1144.0,,
1,motorcycle:2,2474.0,0,374,,942,891.0,,,,1702.0,647.0,1155.0,,1366.0,,
2,person:3,2460.0,374,0,,871,882.0,,,,1661.0,551.0,1086.0,,1318.0,,
3,person:5,1589.0,942,871,,0,150.0,,,,790.0,320.0,217.0,,446.0,,
4,motorcycle:6,1593.0,891,882,,150,0.0,,,,810.0,342.0,286.0,,476.0,,
5,car:8,802.0,1702,1661,,790,810.0,,,,0.0,1111.0,575.0,,343.0,,
6,car:10,1909.0,647,551,,320,342.0,,,,1111.0,0.0,538.0,,767.0,,
7,car:13,1377.0,1155,1086,,217,286.0,,,,575.0,538.0,0.0,,233.0,,
8,car:15,1144.0,1366,1318,,446,476.0,,,,343.0,767.0,233.0,,0.0,,
0,car:1,0.0,2477,2469,,1602,1603.0,,,,808.0,,1388.0,1919.0,1152.0,,
1,motorcycle:2,2477.0,0,359,,928,884.0,,,,1700.0,,1146.0,634.0,1362.0,,
2,person:3,2469.0,359,0,,866,878.0,,,,1664.0,,1084.0,550.0,1318.0,,
3,person:5,1602.0,928,866,,0,140.0,,,,798.0,,221.0,318.0,452.0,,
4,motorcycle:6,1603.0,884,878,,140,0.0,,,,816.0,,284.0,338.0,479.0,,
5,car:8,808.0,1700,1664,,798,816.0,,,,0.0,,581.0,1116.0,346.0,,
6,motorcycle:10,1919.0,634,550,,318,338.0,,,,1116.0,,538.0,0.0,770.0,,
7,car:13,1388.0,1146,1084,,221,284.0,,,,581.0,,0.0,538.0,236.0,,
8,car:15,1152.0,1362,1318,,452,479.0,,,,346.0,,236.0,770.0,0.0,,
0,car:1,0.0,753,733,318.0,323,344.0,,,,,,,,,,
1,motorcycle:2,753.0,0,191,1067.0,455,409.0,,,,,,,,,,
2,person:3,733.0,191,0,1051.0,410,418.0,,,,,,,,,,
3,car:4,318.0,1067,1051,0.0,641,657.0,,,,,,,,,,
4,person:5,323.0,455,410,641.0,0,120.0,,,,,,,,,,
5,motorcycle:6,344.0,409,418,657.0,120,0.0,,,,,,,,,,
0,car:1,0.0,2490,2484,,1613,1613.0,,,,811.0,1930.0,1399.0,,1163.0,,
1,motorcycle:2,2490.0,0,358,,931,889.0,,,,1711.0,641.0,1150.0,,1371.0,,
2,person:3,2484.0,358,0,,871,883.0,,,,1677.0,553.0,1089.0,,1325.0,,
3,person:5,1613.0,931,871,,0,136.0,,,,806.0,318.0,222.0,,454.0,,
4,motorcycle:6,1613.0,889,883,,136,0.0,,,,822.0,342.0,282.0,,484.0,,
5,car:8,811.0,1711,1677,,806,822.0,,,,0.0,1125.0,588.0,,352.0,,
6,car:10,1930.0,641,553,,318,342.0,,,,1125.0,0.0,538.0,,772.0,,
7,car:13,1399.0,1150,1089,,222,282.0,,,,588.0,538.0,0.0,,236.0,,
8,car:15,1163.0,1371,1325,,454,484.0,,,,352.0,772.0,236.0,,0.0,,
0,car:1,0.0,2499,2497,,1623,1621.0,,,,814.0,1939.0,1406.0,,1166.0,,
1,motorcycle:2,2499.0,0,362,,934,890.0,,,,1719.0,645.0,1154.0,,1375.0,,
2,person:3,2497.0,362,0,,874,887.0,,,,1688.0,557.0,1095.0,,1333.0,,
3,person:5,1623.0,934,874,,0,139.0,,,,813.0,317.0,224.0,,459.0,,
4,motorcycle:6,1621.0,890,887,,139,0.0,,,,829.0,342.0,285.0,,485.0,,
5,car:8,814.0,1719,1688,,813,829.0,,,,0.0,1131.0,593.0,,354.0,,
6,car:10,1939.0,645,557,,317,342.0,,,,1131.0,0.0,540.0,,777.0,,
7,car:13,1406.0,1154,1095,,224,285.0,,,,593.0,540.0,0.0,,239.0,,
8,car:15,1166.0,1375,1333,,459,485.0,,,,354.0,777.0,239.0,,0.0,,
0,car:1,0.0,2506,2502,,1630,1630.0,,,,816.0,1950.0,1414.0,,1176.0,,
1,motorcycle:2,2506.0,0,368,,934,888.0,,,,1724.0,644.0,1155.0,,1370.0,,
2,person:3,2502.0,368,0,,872,883.0,,,,1691.0,551.0,1092.0,,1328.0,,
3,person:5,1630.0,934,872,,0,138.0,,,,819.0,320.0,224.0,,456.0,,
4,motorcycle:6,1630.0,888,883,,138,0.0,,,,836.0,344.0,287.0,,482.0,,
5,car:8,816.0,1724,1691,,819,836.0,,,,0.0,1140.0,599.0,,363.0,,
6,car:10,1950.0,644,551,,320,344.0,,,,1140.0,0.0,543.0,,777.0,,
7,car:13,1414.0,1155,1092,,224,287.0,,,,599.0,543.0,0.0,,238.0,,
8,car:15,1176.0,1370,1328,,456,482.0,,,,363.0,777.0,238.0,,0.0,,
0,car:1,0.0,2511,2505,,1643,1641.0,,,,814.0,1957.0,1421.0,,1183.0,,
1,motorcycle:2,2511.0,0,363,,926,883.0,,,,1730.0,639.0,1152.0,,1368.0,,
2,person:3,2505.0,363,0,,863,876.0,,,,1696.0,548.0,1088.0,,1324.0,,
3,person:5,1643.0,926,863,,0,140.0,,,,833.0,315.0,229.0,,462.0,,
4,motorcycle:6,1641.0,883,876,,140,0.0,,,,848.0,340.0,290.0,,485.0,,
5,car:8,814.0,1730,1696,,833,848.0,,,,0.0,1149.0,608.0,,371.0,,
6,car:10,1957.0,639,548,,315,340.0,,,,1149.0,0.0,543.0,,777.0,,
7,car:13,1421.0,1152,1088,,229,290.0,,,,608.0,543.0,0.0,,239.0,,
8,car:15,1183.0,1368,1324,,462,485.0,,,,371.0,777.0,239.0,,0.0,,
0,car:1,0.0,2523,2516,,1652,1651.0,,,,813.0,1966.0,1428.0,,1186.0,,
1,motorcycle:2,2523.0,0,362,,928,886.0,,,,1742.0,639.0,1154.0,,1374.0,,
2,person:3,2516.0,362,0,,865,875.0,,,,1708.0,550.0,1092.0,,1332.0,,
3,person:5,1652.0,928,865,,0,129.0,,,,843.0,315.0,230.0,,467.0,,
4,motorcycle:6,1651.0,886,875,,129,0.0,,,,856.0,334.0,283.0,,488.0,,
5,car:8,813.0,1742,1708,,843,856.0,,,,0.0,1159.0,616.0,,376.0,,
6,car:10,1966.0,639,550,,315,334.0,,,,1159.0,0.0,545.0,,782.0,,
7,car:13,1428.0,1154,1092,,230,283.0,,,,616.0,545.0,0.0,,241.0,,
8,car:15,1186.0,1374,1332,,467,488.0,,,,376.0,782.0,241.0,,0.0,,
0,car:1,0.0,2532,2524,,1651,1654.0,,,,810.0,,1429.0,1972.0,1188.0,,
1,motorcycle:2,2532.0,0,358,,931,887.0,,,,1747.0,,1156.0,635.0,1378.0,,
2,person:3,2524.0,358,0,,872,883.0,,,,1716.0,,1097.0,552.0,1337.0,,
3,person:5,1651.0,931,872,,0,136.0,,,,844.0,,228.0,321.0,465.0,,
4,motorcycle:6,1654.0,887,883,,136,0.0,,,,860.0,,288.0,340.0,491.0,,
5,car:8,810.0,1747,1716,,844,860.0,,,,0.0,,619.0,1165.0,378.0,,
6,motorcycle:10,1972.0,635,552,,321,340.0,,,,1165.0,,548.0,0.0,786.0,,
7,car:13,1429.0,1156,1097,,228,288.0,,,,619.0,,0.0,548.0,242.0,,
8,car:15,1188.0,1378,1337,,465,491.0,,,,378.0,,242.0,786.0,0.0,,
0,motorcycle:2,,0,363,,937,890.0,,,,1759.0,639.0,1159.0,,1384.0,,
1,person:3,,363,0,,873,884.0,,,,1726.0,551.0,1097.0,,1341.0,,
2,person:5,,937,873,,0,144.0,,,,852.0,323.0,226.0,,467.0,,
3,motorcycle:6,,890,884,,144,0.0,,,,869.0,343.0,290.0,,495.0,,
4,car:8,,1759,1726,,852,869.0,,,,0.0,1175.0,628.0,,384.0,,
5,car:10,,639,551,,323,343.0,,,,1175.0,0.0,549.0,,791.0,,
6,car:13,,1159,1097,,226,290.0,,,,628.0,549.0,0.0,,245.0,,
7,car:15,,1384,1341,,467,495.0,,,,384.0,791.0,245.0,,0.0,,
0,motorcycle:2,,0,357,,932,887.0,,,,1760.0,630.0,1153.0,,1381.0,,
1,person:3,,357,0,,876,888.0,,,,1734.0,552.0,1098.0,,1345.0,,
2,person:5,,932,876,,0,146.0,,,,858.0,325.0,225.0,,469.0,,
3,motorcycle:6,,887,888,,146,0.0,,,,873.0,345.0,288.0,,496.0,,
4,car:8,,1760,1734,,858,873.0,,,,0.0,1183.0,636.0,,388.0,,
5,car:10,,630,552,,325,345.0,,,,1183.0,0.0,549.0,,794.0,,
6,car:13,,1153,1098,,225,288.0,,,,636.0,549.0,0.0,,248.0,,
7,car:15,,1381,1345,,469,496.0,,,,388.0,794.0,248.0,,0.0,,
0,motorcycle:2,,0,370,,937,894.0,,,,1777.0,639.0,1162.0,,1392.0,,
1,person:3,,370,0,,879,895.0,,,,1749.0,557.0,1105.0,,1355.0,,
2,person:5,,937,879,,0,144.0,,,,870.0,323.0,229.0,,476.0,,
3,motorcycle:6,,894,895,,144,0.0,,,,883.0,348.0,291.0,,499.0,,
4,car:8,,1777,1749,,870,883.0,,,,0.0,1193.0,644.0,,394.0,,
5,car:10,,639,557,,323,348.0,,,,1193.0,0.0,551.0,,799.0,,
6,car:13,,1162,1105,,229,291.0,,,,644.0,551.0,0.0,,251.0,,
7,car:15,,1392,1355,,476,499.0,,,,394.0,799.0,251.0,,0.0,,
0,motorcycle:2,,0,360,,935,893.0,,,,1788.0,637.0,1163.0,,1394.0,,
1,person:3,,360,0,,880,897.0,,,,1760.0,559.0,1109.0,,1359.0,,
2,person:5,,935,880,,0,147.0,,,,880.0,322.0,232.0,,479.0,,
3,motorcycle:6,,893,897,,147,0.0,,,,894.0,348.0,294.0,,502.0,,
4,car:8,,1788,1760,,880,894.0,,,,0.0,1203.0,652.0,,401.0,,
5,car:10,,637,559,,322,348.0,,,,1203.0,0.0,553.0,,801.0,,
6,car:13,,1163,1109,,232,294.0,,,,652.0,553.0,0.0,,252.0,,
7,car:15,,1394,1359,,479,502.0,,,,401.0,801.0,252.0,,0.0,,
0,car:1,0.0,756,735,322.0,325,344.0,,,,,,,,,,
1,motorcycle:2,756.0,0,188,1073.0,455,413.0,,,,,,,,,,
2,person:3,735.0,188,0,1057.0,410,421.0,,,,,,,,,,
3,car:4,322.0,1073,1057,0.0,647,660.0,,,,,,,,,,
4,person:5,325.0,455,410,647.0,0,122.0,,,,,,,,,,
5,motorcycle:6,344.0,413,421,660.0,122,0.0,,,,,,,,,,
0,motorcycle:2,,0,366,,940,895.0,,,,1795.0,635.0,1163.0,,1397.0,,
1,person:3,,366,0,,888,902.0,,,,1770.0,559.0,1110.0,,1364.0,,
2,person:5,,940,888,,0,145.0,,,,882.0,330.0,226.0,,476.0,,
3,motorcycle:6,,895,902,,145,0.0,,,,899.0,352.0,292.0,,503.0,,
4,car:8,,1795,1770,,882,899.0,,,,0.0,1213.0,660.0,,406.0,,
5,car:10,,635,559,,330,352.0,,,,1213.0,0.0,556.0,,806.0,,
6,car:13,,1163,1110,,226,292.0,,,,660.0,556.0,0.0,,255.0,,
7,car:15,,1397,1364,,476,503.0,,,,406.0,806.0,255.0,,0.0,,
0,motorcycle:2,,0,361,,935,894.0,,,,1798.0,634.0,1163.0,,1397.0,,
1,person:3,,361,0,,885,902.0,,,,1776.0,558.0,1112.0,,1365.0,,
2,person:5,,935,885,,0,143.0,,,,891.0,328.0,231.0,,480.0,,
3,motorcycle:6,,894,902,,143,0.0,,,,904.0,354.0,293.0,,504.0,,
4,car:8,,1798,1776,,891,904.0,,,,0.0,1219.0,664.0,,410.0,,
5,car:10,,634,558,,328,354.0,,,,1219.0,0.0,557.0,,808.0,,
6,car:13,,1163,1112,,231,293.0,,,,664.0,557.0,0.0,,255.0,,
7,car:15,,1397,1365,,480,504.0,,,,410.0,808.0,255.0,,0.0,,
0,motorcycle:2,,0,369,,940,898.0,,,,1809.0,638.0,1167.0,,1400.0,,
1,person:3,,369,0,,885,903.0,,,,1783.0,556.0,1111.0,,1366.0,,
2,person:5,,940,885,,0,146.0,,,,898.0,330.0,229.0,,480.0,,
3,motorcycle:6,,898,903,,146,0.0,,,,911.0,358.0,293.0,,503.0,,
4,car:8,,1809,1783,,898,911.0,,,,0.0,1228.0,672.0,,417.0,,
5,car:10,,638,556,,330,358.0,,,,1228.0,0.0,558.0,,811.0,,
6,car:13,,1167,1111,,229,293.0,,,,672.0,558.0,0.0,,256.0,,
7,car:15,,1400,1366,,480,503.0,,,,417.0,811.0,256.0,,0.0,,
0,motorcycle:2,,0,360,,934,897.0,,,,1816.0,632.0,1166.0,,1400.0,,
1,person:3,,360,0,,877,899.0,,,,1788.0,552.0,1110.0,,1364.0,,
2,person:5,,934,877,,0,146.0,,,,911.0,326.0,236.0,,487.0,,
3,motorcycle:6,,897,899,,146,0.0,,,,918.0,356.0,292.0,,504.0,,
4,car:8,,1816,1788,,911,918.0,,,,0.0,1237.0,678.0,,424.0,,
5,car:10,,632,552,,326,356.0,,,,1237.0,0.0,561.0,,812.0,,
6,car:13,,1166,1110,,236,292.0,,,,678.0,561.0,0.0,,256.0,,
7,car:15,,1400,1364,,487,504.0,,,,424.0,812.0,256.0,,0.0,,
0,motorcycle:2,,0,364,,929,890.0,,,,1821.0,630.0,1166.0,,1400.0,,
1,person:3,,364,0,,870,892.0,,,,1794.0,549.0,1111.0,,1364.0,,
2,person:5,,929,870,,0,148.0,,,,924.0,323.0,242.0,,493.0,,
3,motorcycle:6,,890,892,,148,0.0,,,,932.0,352.0,298.0,,511.0,,
4,car:8,,1821,1794,,924,932.0,,,,0.0,1246.0,684.0,,430.0,,
5,car:10,,630,549,,323,352.0,,,,1246.0,0.0,565.0,,816.0,,
6,car:13,,1166,1111,,242,298.0,,,,684.0,565.0,0.0,,255.0,,
7,car:15,,1400,1364,,493,511.0,,,,430.0,816.0,255.0,,0.0,,
0,motorcycle:2,,0,361,,931,894.0,,,,1830.0,630.0,1167.0,,1403.0,,
1,person:3,,361,0,,870,893.0,,,,1799.0,544.0,1107.0,,1363.0,,
2,person:5,,931,870,,0,148.0,,,,929.0,327.0,239.0,,492.0,,
3,motorcycle:6,,894,893,,148,0.0,,,,936.0,359.0,296.0,,510.0,,
4,car:8,,1830,1799,,929,936.0,,,,0.0,1256.0,692.0,,436.0,,
5,car:10,,630,544,,327,359.0,,,,1256.0,0.0,566.0,,820.0,,
6,car:13,,1167,1107,,239,296.0,,,,692.0,566.0,0.0,,258.0,,
7,car:15,,1403,1363,,492,510.0,,,,436.0,820.0,258.0,,0.0,,
0,motorcycle:2,,0,367,,938,898.0,,,,1840.0,632.0,1169.0,,1406.0,,
1,person:3,,367,0,,874,894.0,,,,1806.0,540.0,1105.0,,1362.0,,
2,person:5,,938,874,,0,148.0,,,,932.0,335.0,234.0,,488.0,,
3,motorcycle:6,,898,894,,148,0.0,,,,942.0,364.0,294.0,,509.0,,
4,car:8,,1840,1806,,932,942.0,,,,0.0,1268.0,701.0,,444.0,,
5,car:10,,632,540,,335,364.0,,,,1268.0,0.0,568.0,,824.0,,
6,car:13,,1169,1105,,234,294.0,,,,701.0,568.0,0.0,,258.0,,
7,car:15,,1406,1362,,488,509.0,,,,444.0,824.0,258.0,,0.0,,
0,motorcycle:2,,0,367,,934,894.0,,,,1847.0,630.0,1170.0,,1407.0,,
1,person:3,,367,0,,871,892.0,,,,1813.0,538.0,1106.0,,1363.0,,
2,person:5,,934,871,,0,149.0,,,,942.0,333.0,239.0,,492.0,,
3,motorcycle:6,,894,892,,149,0.0,,,,952.0,365.0,300.0,,514.0,,
4,car:8,,1847,1813,,942,952.0,,,,0.0,1276.0,707.0,,449.0,,
5,car:10,,630,538,,333,365.0,,,,1276.0,0.0,571.0,,826.0,,
6,car:13,,1170,1106,,239,300.0,,,,707.0,571.0,0.0,,259.0,,
7,car:15,,1407,1363,,492,514.0,,,,449.0,826.0,259.0,,0.0,,
0,motorcycle:2,,0,355,,925,890.0,,,,1851.0,622.0,1165.0,,1403.0,,
1,person:3,,355,0,,868,893.0,,,,1822.0,537.0,1108.0,,1365.0,,
2,person:5,,925,868,,0,149.0,,,,953.0,331.0,243.0,,497.0,,
3,motorcycle:6,,890,893,,149,0.0,,,,960.0,367.0,301.0,,514.0,,
4,car:8,,1851,1822,,953,960.0,,,,0.0,1285.0,714.0,,456.0,,
5,car:10,,622,537,,331,367.0,,,,1285.0,0.0,574.0,,828.0,,
6,car:13,,1165,1108,,243,301.0,,,,714.0,574.0,0.0,,259.0,,
7,car:15,,1403,1365,,497,514.0,,,,456.0,828.0,259.0,,0.0,,
0,motorcycle:2,,0,348,,920,885.0,,,,1860.0,616.0,1164.0,,1402.0,,
1,person:3,,348,0,,867,891.0,,,,1833.0,536.0,1110.0,,1367.0,,
2,person:5,,920,867,,0,149.0,,,,967.0,331.0,247.0,,500.0,,
3,motorcycle:6,,885,891,,149,0.0,,,,974.0,367.0,305.0,,518.0,,
4,car:8,,1860,1833,,967,974.0,,,,0.0,1298.0,724.0,,466.0,,
5,car:10,,616,536,,331,367.0,,,,1298.0,0.0,576.0,,832.0,,
6,car:13,,1164,1110,,247,305.0,,,,724.0,576.0,0.0,,259.0,,
7,car:15,,1402,1367,,500,518.0,,,,466.0,832.0,259.0,,0.0,,
0,car:1,0.0,759,738,328.0,324,344.0,,,,,,,,,,
1,motorcycle:2,759.0,0,185,1082.0,459,415.0,,,,,,,,,,
2,person:3,738.0,185,0,1066.0,414,423.0,,,,,,,,,,
3,car:4,328.0,1082,1066,0.0,652,666.0,,,,,,,,,,
4,person:5,324.0,459,414,652.0,0,123.0,,,,,,,,,,
5,motorcycle:6,344.0,415,423,666.0,123,0.0,,,,,,,,,,
0,motorcycle:2,,0,343,,918,881.0,,,,1866.0,610.0,1161.0,,1400.0,,
1,person:3,,343,0,,866,889.0,,,,1840.0,533.0,1108.0,,1367.0,,
2,person:5,,918,866,,0,153.0,,,,974.0,334.0,245.0,,501.0,,
3,motorcycle:6,,881,889,,153,0.0,,,,985.0,368.0,308.0,,522.0,,
4,car:8,,1866,1840,,974,985.0,,,,0.0,1309.0,732.0,,473.0,,
5,car:10,,610,533,,334,368.0,,,,1309.0,0.0,579.0,,835.0,,
6,car:13,,1161,1108,,245,308.0,,,,732.0,579.0,0.0,,261.0,,
7,car:15,,1400,1367,,501,522.0,,,,473.0,835.0,261.0,,0.0,,
0,motorcycle:2,,0,341,,923,885.0,,,,1878.0,611.0,1163.0,,1405.0,,
1,person:3,,341,0,,871,892.0,,,,1851.0,534.0,1109.0,,1371.0,,
2,person:5,,923,871,,0,156.0,,,,981.0,338.0,242.0,,500.0,,
3,motorcycle:6,,885,892,,156,0.0,,,,992.0,370.0,308.0,,523.0,,
4,car:8,,1878,1851,,981,992.0,,,,0.0,1319.0,742.0,,480.0,,
5,car:10,,611,534,,338,370.0,,,,1319.0,0.0,579.0,,838.0,,
6,car:13,,1163,1109,,242,308.0,,,,742.0,579.0,0.0,,263.0,,
7,car:15,,1405,1371,,500,523.0,,,,480.0,838.0,263.0,,0.0,,
0,motorcycle:2,,0,359,,927,886.0,,,,1887.0,615.0,1164.0,,1407.0,,
1,person:3,,359,0,,873,893.0,,,,1864.0,533.0,1110.0,,1374.0,,
2,person:5,,927,873,,0,153.0,,,,991.0,340.0,241.0,,501.0,,
3,motorcycle:6,,886,893,,153,0.0,,,,1001.0,372.0,305.0,,522.0,,
4,car:8,,1887,1864,,991,1001.0,,,,0.0,1332.0,754.0,,489.0,,
5,car:10,,615,533,,340,372.0,,,,1332.0,0.0,580.0,,842.0,,
6,car:13,,1164,1110,,241,305.0,,,,754.0,580.0,0.0,,266.0,,
7,car:15,,1407,1374,,501,522.0,,,,489.0,842.0,266.0,,0.0,,
0,motorcycle:2,,0,371,,926,884.0,,,,1897.0,617.0,1165.0,,1412.0,,
1,person:3,,371,0,,870,893.0,,,,1873.0,531.0,1109.0,,1377.0,,
2,person:5,,926,870,,0,155.0,,,,1003.0,339.0,243.0,,507.0,,
3,motorcycle:6,,884,893,,155,0.0,,,,1013.0,372.0,307.0,,528.0,,
4,car:8,,1897,1873,,1003,1013.0,,,,0.0,1343.0,764.0,,495.0,,
5,car:10,,617,531,,339,372.0,,,,1343.0,0.0,581.0,,847.0,,
6,car:13,,1165,1109,,243,307.0,,,,764.0,581.0,0.0,,270.0,,
7,car:15,,1412,1377,,507,528.0,,,,495.0,847.0,270.0,,0.0,,
0,motorcycle:2,,0,399,,937,907.0,,,,1918.0,634.0,1177.0,,1424.0,,
1,person:3,,399,0,,871,909.0,,,,1888.0,535.0,1113.0,,1384.0,,
2,person:5,,937,871,,0,154.0,,,,1017.0,338.0,245.0,,512.0,,
3,motorcycle:6,,907,909,,154,0.0,,,,1012.0,384.0,295.0,,518.0,,
4,car:8,,1918,1888,,1017,1012.0,,,,0.0,1355.0,775.0,,504.0,,
5,car:10,,634,535,,338,384.0,,,,1355.0,0.0,582.0,,850.0,,
6,car:13,,1177,1113,,245,295.0,,,,775.0,582.0,0.0,,272.0,,
7,car:15,,1424,1384,,512,518.0,,,,504.0,850.0,272.0,,0.0,,
0,motorcycle:2,,0,409,,941,914.0,,,,1931.0,639.0,1181.0,,1428.0,,
1,person:3,,409,0,,873,916.0,,,,1902.0,538.0,1115.0,,1387.0,,
2,person:5,,941,873,,0,157.0,,,,1029.0,336.0,246.0,,514.0,,
3,motorcycle:6,,914,916,,157,0.0,,,,1018.0,387.0,291.0,,515.0,,
4,car:8,,1931,1902,,1029,1018.0,,,,0.0,1365.0,787.0,,515.0,,
5,car:10,,639,538,,336,387.0,,,,1365.0,0.0,581.0,,850.0,,
6,car:13,,1181,1115,,246,291.0,,,,787.0,581.0,0.0,,273.0,,
7,car:15,,1428,1387,,514,515.0,,,,515.0,850.0,273.0,,0.0,,
0,motorcycle:2,,0,415,,950,907.0,,,,1947.0,644.0,1190.0,,1438.0,,
1,person:3,,415,0,,881,911.0,,,,1918.0,541.0,1123.0,,1396.0,,
2,person:5,,950,881,,0,159.0,,,,1036.0,341.0,245.0,,515.0,,
3,motorcycle:6,,907,911,,159,0.0,,,,1041.0,380.0,306.0,,531.0,,
4,car:8,,1947,1918,,1036,1041.0,,,,0.0,1378.0,794.0,,521.0,,
5,car:10,,644,541,,341,380.0,,,,1378.0,0.0,586.0,,856.0,,
6,car:13,,1190,1123,,245,306.0,,,,794.0,586.0,0.0,,274.0,,
7,car:15,,1438,1396,,515,531.0,,,,521.0,856.0,274.0,,0.0,,
0,motorcycle:2,,0,396,,934,899.0,,,,1954.0,635.0,1186.0,,1436.0,,
1,person:3,,396,0,,875,908.0,,,,1930.0,547.0,1128.0,,1402.0,,
2,person:5,,934,875,,0,155.0,,,,1055.0,330.0,257.0,,527.0,,
3,motorcycle:6,,899,908,,155,0.0,,,,1056.0,370.0,310.0,,537.0,,
4,car:8,,1954,1930,,1055,1056.0,,,,0.0,1385.0,802.0,,528.0,,
5,car:10,,635,547,,330,370.0,,,,1385.0,0.0,586.0,,857.0,,
6,car:13,,1186,1128,,257,310.0,,,,802.0,586.0,0.0,,275.0,,
7,car:15,,1436,1402,,527,537.0,,,,528.0,857.0,275.0,,0.0,,
0,motorcycle:2,,0,385,,921,888.0,,,,1955.0,624.0,1180.0,,1431.0,,
1,person:3,,385,0,,867,899.0,,,,1936.0,543.0,1129.0,,1401.0,,
2,person:5,,921,867,,0,152.0,,,,1069.0,325.0,265.0,,534.0,,
3,motorcycle:6,,888,899,,152,0.0,,,,1068.0,365.0,313.0,,543.0,,
